"Time","Internet-Traffic"
"2004-11-19 20:00:00",4469.044
"2004-11-19 20:05:00",4529.787
"2004-11-19 20:10:00",4509.028
"2004-11-19 20:15:00",4385.334
"2004-11-19 20:20:00",4323.397
"2004-11-19 20:25:00",4390.798
"2004-11-19 20:30:00",4419.036
"2004-11-19 20:35:00",4287.826
"2004-11-19 20:40:00",4217.421
"2004-11-19 20:45:00",4164.421
"2004-11-19 20:50:00",4163.41
"2004-11-19 20:55:00",4221.105
"2004-11-19 21:00:00",4210.767
"2004-11-19 21:05:00",4248.45
"2004-11-19 21:10:00",4288.273
"2004-11-19 21:15:00",4251.693
"2004-11-19 21:20:00",4157.353
"2004-11-19 21:25:00",4165.268
"2004-11-19 21:30:00",4069.311
"2004-11-19 21:35:00",4054.195
"2004-11-19 21:40:00",4094.334
"2004-11-19 21:45:00",4035.708
"2004-11-19 21:50:00",3928.4
"2004-11-19 21:55:00",3933.765
"2004-11-19 22:00:00",3955.425
"2004-11-19 22:05:00",3939.67
"2004-11-19 22:10:00",3861.548
"2004-11-19 22:15:00",3791.704
"2004-11-19 22:20:00",3842.363
"2004-11-19 22:25:00",3968.042
"2004-11-19 22:30:00",3937.316
"2004-11-19 22:35:00",3805.664
"2004-11-19 22:40:00",3761.303
"2004-11-19 22:45:00",3799.393
"2004-11-19 22:50:00",3748.552
"2004-11-19 22:55:00",3662.899
"2004-11-19 23:00:00",3669.24
"2004-11-19 23:05:00",3718.459
"2004-11-19 23:10:00",3810.19
"2004-11-19 23:15:00",3822.251
"2004-11-19 23:20:00",3778.616
"2004-11-19 23:25:00",3873.27
"2004-11-19 23:30:00",3932.76
"2004-11-19 23:35:00",3807.246
"2004-11-19 23:40:00",3902.135
"2004-11-19 23:45:00",4035.339
"2004-11-19 23:50:00",4089.437
"2004-11-19 23:55:00",4095.269
"2004-11-20 00:00:00",4129.357
"2004-11-20 00:05:00",4116.842
"2004-11-20 00:10:00",4176.233
"2004-11-20 00:15:00",4155.69
"2004-11-20 00:20:00",4103.348
"2004-11-20 00:25:00",4054.036
"2004-11-20 00:30:00",4132.298
"2004-11-20 00:35:00",4072.524
"2004-11-20 00:40:00",4027.142
"2004-11-20 00:45:00",3987.549
"2004-11-20 00:50:00",4020.368
"2004-11-20 00:55:00",4048.531
"2004-11-20 01:00:00",4089.85
"2004-11-20 01:05:00",4096.47
"2004-11-20 01:10:00",4098.221
"2004-11-20 01:15:00",4033.573
"2004-11-20 01:20:00",3997.828
"2004-11-20 01:25:00",3985.928
"2004-11-20 01:30:00",3927.144
"2004-11-20 01:35:00",3844.647
"2004-11-20 01:40:00",3859.038
"2004-11-20 01:45:00",3839.164
"2004-11-20 01:50:00",3800.647
"2004-11-20 01:55:00",3757.499
"2004-11-20 02:00:00",3785.992
"2004-11-20 02:05:00",3712.214
"2004-11-20 02:10:00",3764
"2004-11-20 02:15:00",3644.814
"2004-11-20 02:20:00",3666.249
"2004-11-20 02:25:00",3675.448
"2004-11-20 02:30:00",3679.626
"2004-11-20 02:35:00",3687.801
"2004-11-20 02:40:00",3658.797
"2004-11-20 02:45:00",3562.117
"2004-11-20 02:50:00",3500.92
"2004-11-20 02:55:00",3479.636
"2004-11-20 03:00:00",3449.544
"2004-11-20 03:05:00",3381.752
"2004-11-20 03:10:00",3460.232
"2004-11-20 03:15:00",3427.443
"2004-11-20 03:20:00",3444.917
"2004-11-20 03:25:00",3427.475
"2004-11-20 03:30:00",3435.876
"2004-11-20 03:35:00",3316.159
"2004-11-20 03:40:00",3241.707
"2004-11-20 03:45:00",3190.221
"2004-11-20 03:50:00",3267.424
"2004-11-20 03:55:00",3181.759
"2004-11-20 04:00:00",3127.219
"2004-11-20 04:05:00",3084.76
"2004-11-20 04:10:00",3224.368
"2004-11-20 04:15:00",3117.636
"2004-11-20 04:20:00",3078.855
"2004-11-20 04:25:00",3018.144
"2004-11-20 04:30:00",3086.596
"2004-11-20 04:35:00",3006.688
"2004-11-20 04:40:00",2952.676
"2004-11-20 04:45:00",2895.046
"2004-11-20 04:50:00",2861.889
"2004-11-20 04:55:00",2812.206
"2004-11-20 05:00:00",2812.621
"2004-11-20 05:05:00",2767.534
"2004-11-20 05:10:00",2939.371
"2004-11-20 05:15:00",2858.248
"2004-11-20 05:20:00",2847.714
"2004-11-20 05:25:00",2834.906
"2004-11-20 05:30:00",2867.476
"2004-11-20 05:35:00",2807.474
"2004-11-20 05:40:00",2769.758
"2004-11-20 05:45:00",2695.103
"2004-11-20 05:50:00",2726.913
"2004-11-20 05:55:00",2709.574
"2004-11-20 06:00:00",2698.159
"2004-11-20 06:05:00",2686.016
"2004-11-20 06:10:00",2781.155
"2004-11-20 06:15:00",2748.826
"2004-11-20 06:20:00",2696.026
"2004-11-20 06:25:00",2731.64
"2004-11-20 06:30:00",2759.354
"2004-11-20 06:35:00",2724.703
"2004-11-20 06:40:00",2781.34
"2004-11-20 06:45:00",2718.418
"2004-11-20 06:50:00",2710.957
"2004-11-20 06:55:00",2683.093
"2004-11-20 07:00:00",2667.59
"2004-11-20 07:05:00",2642.046
"2004-11-20 07:10:00",2697.775
"2004-11-20 07:15:00",2667.438
"2004-11-20 07:20:00",2648.342
"2004-11-20 07:25:00",2651.274
"2004-11-20 07:30:00",2644.132
"2004-11-20 07:35:00",2573.827
"2004-11-20 07:40:00",2561.012
"2004-11-20 07:45:00",2525.153
"2004-11-20 07:50:00",2513.722
"2004-11-20 07:55:00",2550.05
"2004-11-20 08:00:00",2573.703
"2004-11-20 08:05:00",2622.559
"2004-11-20 08:10:00",2756.046
"2004-11-20 08:15:00",2744.071
"2004-11-20 08:20:00",2748.011
"2004-11-20 08:25:00",2784.734
"2004-11-20 08:30:00",2805.622
"2004-11-20 08:35:00",2731.393
"2004-11-20 08:40:00",2739.923
"2004-11-20 08:45:00",2699.969
"2004-11-20 08:50:00",2708.636
"2004-11-20 08:55:00",2719.867
"2004-11-20 09:00:00",2787.156
"2004-11-20 09:05:00",2775.394
"2004-11-20 09:10:00",2881.653
"2004-11-20 09:15:00",2956.203
"2004-11-20 09:20:00",2924.03
"2004-11-20 09:25:00",2913.811
"2004-11-20 09:30:00",2979.708
"2004-11-20 09:35:00",2966.818
"2004-11-20 09:40:00",3033.366
"2004-11-20 09:45:00",3007.466
"2004-11-20 09:50:00",3056.816
"2004-11-20 09:55:00",3095.712
"2004-11-20 10:00:00",3175.462
"2004-11-20 10:05:00",3123.298
"2004-11-20 10:10:00",3268.077
"2004-11-20 10:15:00",3260.445
"2004-11-20 10:20:00",3267.819
"2004-11-20 10:25:00",3287.906
"2004-11-20 10:30:00",3367.369
"2004-11-20 10:35:00",3347.786
"2004-11-20 10:40:00",3387.78
"2004-11-20 10:45:00",3422.416
"2004-11-20 10:50:00",3434.543
"2004-11-20 10:55:00",3427.693
"2004-11-20 11:00:00",3500.236
"2004-11-20 11:05:00",3452.452
"2004-11-20 11:10:00",3498.362
"2004-11-20 11:15:00",3535.573
"2004-11-20 11:20:00",3667.596
"2004-11-20 11:25:00",3696.777
"2004-11-20 11:30:00",3762.477
"2004-11-20 11:35:00",3845.579
"2004-11-20 11:40:00",3786.707
"2004-11-20 11:45:00",3836.444
"2004-11-20 11:50:00",3802.987
"2004-11-20 11:55:00",3802.115
"2004-11-20 12:00:00",3729.498
"2004-11-20 12:05:00",3704.698
"2004-11-20 12:10:00",3716.346
"2004-11-20 12:15:00",3421.465
"2004-11-20 12:20:00",3401.183
"2004-11-20 12:25:00",3473.386
"2004-11-20 12:30:00",3554.782
"2004-11-20 12:35:00",3583.227
"2004-11-20 12:40:00",3655.634
"2004-11-20 12:45:00",3552.671
"2004-11-20 12:50:00",3608.758
"2004-11-20 12:55:00",3708.824
"2004-11-20 13:00:00",3637.135
"2004-11-20 13:05:00",3588.784
"2004-11-20 13:10:00",3775.297
"2004-11-20 13:15:00",3682.038
"2004-11-20 13:20:00",3683.236
"2004-11-20 13:25:00",3773.579
"2004-11-20 13:30:00",3785.046
"2004-11-20 13:35:00",3710.108
"2004-11-20 13:40:00",3739.342
"2004-11-20 13:45:00",3609.87
"2004-11-20 13:50:00",3702.268
"2004-11-20 13:55:00",3844.771
"2004-11-20 14:00:00",4017.818
"2004-11-20 14:05:00",3952.153
"2004-11-20 14:10:00",4035.051
"2004-11-20 14:15:00",3938.745
"2004-11-20 14:20:00",3986.194
"2004-11-20 14:25:00",4075.787
"2004-11-20 14:30:00",4189.808
"2004-11-20 14:35:00",4209.805
"2004-11-20 14:40:00",4247.662
"2004-11-20 14:45:00",4149.91
"2004-11-20 14:50:00",4057.241
"2004-11-20 14:55:00",4027.919
"2004-11-20 15:00:00",3972.385
"2004-11-20 15:05:00",4036.149
"2004-11-20 15:10:00",4111.56
"2004-11-20 15:15:00",4075.349
"2004-11-20 15:20:00",4021.037
"2004-11-20 15:25:00",4081.354
"2004-11-20 15:30:00",4248.671
"2004-11-20 15:35:00",4212.063
"2004-11-20 15:40:00",4244.651
"2004-11-20 15:45:00",4190.109
"2004-11-20 15:50:00",4211.672
"2004-11-20 15:55:00",4171.834
"2004-11-20 16:00:00",4237.408
"2004-11-20 16:05:00",4104.765
"2004-11-20 16:10:00",4145.869
"2004-11-20 16:15:00",4333.041
"2004-11-20 16:20:00",4327.792
"2004-11-20 16:25:00",4283.946
"2004-11-20 16:30:00",4287.3
"2004-11-20 16:35:00",4186.275
"2004-11-20 16:40:00",4163.186
"2004-11-20 16:45:00",4233.155
"2004-11-20 16:50:00",4178.544
"2004-11-20 16:55:00",4100.799
"2004-11-20 17:00:00",4086.962
"2004-11-20 17:05:00",3946.541
"2004-11-20 17:10:00",3999.43
"2004-11-20 17:15:00",3985.17
"2004-11-20 17:20:00",3942.509
"2004-11-20 17:25:00",3977.717
"2004-11-20 17:30:00",4043.213
"2004-11-20 17:35:00",3969.119
"2004-11-20 17:40:00",4014.443
"2004-11-20 17:45:00",3939.468
"2004-11-20 17:50:00",3939.766
"2004-11-20 17:55:00",3920.23
"2004-11-20 18:00:00",3918.46
"2004-11-20 18:05:00",3791.482
"2004-11-20 18:10:00",3902.147
"2004-11-20 18:15:00",3911.994
"2004-11-20 18:20:00",3999.132
"2004-11-20 18:25:00",4011.537
"2004-11-20 18:30:00",4075.958
"2004-11-20 18:35:00",4031.945
"2004-11-20 18:40:00",4122.636
"2004-11-20 18:45:00",4037.045
"2004-11-20 18:50:00",3945.817
"2004-11-20 18:55:00",3832.393
"2004-11-20 19:00:00",3873.101
"2004-11-20 19:05:00",3894.093
"2004-11-20 19:10:00",4129.316
"2004-11-20 19:15:00",4039.482
"2004-11-20 19:20:00",3990.2
"2004-11-20 19:25:00",3965.26
"2004-11-20 19:30:00",4062.468
"2004-11-20 19:35:00",4006.546
"2004-11-20 19:40:00",4067.234
"2004-11-20 19:45:00",3964.675
"2004-11-20 19:50:00",3945.534
"2004-11-20 19:55:00",3942.674
"2004-11-20 20:00:00",3967.723
"2004-11-20 20:05:00",3913.223
"2004-11-20 20:10:00",3933.683
"2004-11-20 20:15:00",3844.077
"2004-11-20 20:20:00",3793.232
"2004-11-20 20:25:00",3871.629
"2004-11-20 20:30:00",3910.121
"2004-11-20 20:35:00",3889.658
"2004-11-20 20:40:00",3921.698
"2004-11-20 20:45:00",3840.671
"2004-11-20 20:50:00",3933.463
"2004-11-20 20:55:00",3866.183
"2004-11-20 21:00:00",3826.116
"2004-11-20 21:05:00",3807.389
"2004-11-20 21:10:00",3862.591
"2004-11-20 21:15:00",3818.571
"2004-11-20 21:20:00",3879.013
"2004-11-20 21:25:00",3834.379
"2004-11-20 21:30:00",3879.018
"2004-11-20 21:35:00",3759.131
"2004-11-20 21:40:00",3786.191
"2004-11-20 21:45:00",3624.729
"2004-11-20 21:50:00",3648.146
"2004-11-20 21:55:00",3549.286
"2004-11-20 22:00:00",3710.515
"2004-11-20 22:05:00",3732.429
"2004-11-20 22:10:00",3678.777
"2004-11-20 22:15:00",3742.413
"2004-11-20 22:20:00",3620.521
"2004-11-20 22:25:00",3539.288
"2004-11-20 22:30:00",3592.109
"2004-11-20 22:35:00",3568.733
"2004-11-20 22:40:00",3596.814
"2004-11-20 22:45:00",3528.708
"2004-11-20 22:50:00",3443.503
"2004-11-20 22:55:00",3557.773
"2004-11-20 23:00:00",3554.618
"2004-11-20 23:05:00",3542.167
"2004-11-20 23:10:00",3554.555
"2004-11-20 23:15:00",3600.674
"2004-11-20 23:20:00",3524.679
"2004-11-20 23:25:00",3542.316
"2004-11-20 23:30:00",3567.898
"2004-11-20 23:35:00",3472.867
"2004-11-20 23:40:00",3412.685
"2004-11-20 23:45:00",3400.659
"2004-11-20 23:50:00",3347.695
"2004-11-20 23:55:00",3263.624
"2004-11-21 00:00:00",3332.683
"2004-11-21 00:05:00",3328.76
"2004-11-21 00:10:00",3404.892
"2004-11-21 00:15:00",3428.721
"2004-11-21 00:20:00",3461.469
"2004-11-21 00:25:00",3416.849
"2004-11-21 00:30:00",3399.975
"2004-11-21 00:35:00",3366.956
"2004-11-21 00:40:00",3359.776
"2004-11-21 00:45:00",3295.539
"2004-11-21 00:50:00",3275.096
"2004-11-21 00:55:00",3250.22
"2004-11-21 01:00:00",3319.048
"2004-11-21 01:05:00",3274.467
"2004-11-21 01:10:00",3257.487
"2004-11-21 01:15:00",3190.916
"2004-11-21 01:20:00",3128.64
"2004-11-21 01:25:00",3176.165
"2004-11-21 01:30:00",3184.295
"2004-11-21 01:35:00",3090.524
"2004-11-21 01:40:00",3090.352
"2004-11-21 01:45:00",3105.782
"2004-11-21 01:50:00",3105.823
"2004-11-21 01:55:00",3047.132
"2004-11-21 02:00:00",3036.405
"2004-11-21 02:05:00",2968.822
"2004-11-21 02:10:00",2944.734
"2004-11-21 02:15:00",3204.178
"2004-11-21 02:20:00",3177.152
"2004-11-21 02:25:00",3235.787
"2004-11-21 02:30:00",3322.294
"2004-11-21 02:35:00",3209.649
"2004-11-21 02:40:00",3207.811
"2004-11-21 02:45:00",3079.985
"2004-11-21 02:50:00",3123.422
"2004-11-21 02:55:00",3088.957
"2004-11-21 03:00:00",3041.51
"2004-11-21 03:05:00",3062.652
"2004-11-21 03:10:00",3174.009
"2004-11-21 03:15:00",3072.435
"2004-11-21 03:20:00",3062.463
"2004-11-21 03:25:00",3097.739
"2004-11-21 03:30:00",3144.452
"2004-11-21 03:35:00",3475.924
"2004-11-21 03:40:00",2765.044
"2004-11-21 03:45:00",2724.413
"2004-11-21 03:50:00",2803.616
"2004-11-21 03:55:00",2767.664
"2004-11-21 04:00:00",2696.362
"2004-11-21 04:05:00",2697.549
"2004-11-21 04:10:00",3088.746
"2004-11-21 04:15:00",3056.302
"2004-11-21 04:20:00",3004.095
"2004-11-21 04:25:00",3104.333
"2004-11-21 04:30:00",2355.547
"2004-11-21 04:35:00",2492.639
"2004-11-21 04:40:00",2883.259
"2004-11-21 04:45:00",2155.807
"2004-11-21 04:50:00",1894.032
"2004-11-21 04:55:00",2177.195
"2004-11-21 05:00:00",2370.484
"2004-11-21 05:05:00",2450.965
"2004-11-21 05:10:00",2285.929
"2004-11-21 05:15:00",2153.846
"2004-11-21 05:20:00",1596.848
"2004-11-21 05:25:00",1800.613
"2004-11-21 05:30:00",2040.362
"2004-11-21 05:35:00",2017.208
"2004-11-21 05:40:00",1952.17
"2004-11-21 05:45:00",1949.66
"2004-11-21 05:50:00",2000.06
"2004-11-21 05:55:00",1987.456
"2004-11-21 06:00:00",1983.908
"2004-11-21 06:05:00",1961.206
"2004-11-21 06:10:00",2041.025
"2004-11-21 06:15:00",1528.972
"2004-11-21 06:20:00",1587.588
"2004-11-21 06:25:00",1710.076
"2004-11-21 06:30:00",1997.929
"2004-11-21 06:35:00",2057.614
"2004-11-21 06:40:00",1964.319
"2004-11-21 06:45:00",1942.439
"2004-11-21 06:50:00",1944.91
"2004-11-21 06:55:00",1975.797
"2004-11-21 07:00:00",1860.334
"2004-11-21 07:05:00",1888.313
"2004-11-21 07:10:00",1907.777
"2004-11-21 07:15:00",1800.168
"2004-11-21 07:20:00",1837.46
"2004-11-21 07:25:00",1867.718
"2004-11-21 07:30:00",1902.43
"2004-11-21 07:35:00",1841.951
"2004-11-21 07:40:00",1876.853
"2004-11-21 07:45:00",1831.268
"2004-11-21 07:50:00",1830.03
"2004-11-21 07:55:00",1819.475
"2004-11-21 08:00:00",1812.503
"2004-11-21 08:05:00",1774.513
"2004-11-21 08:10:00",1939.16
"2004-11-21 08:15:00",2037.155
"2004-11-21 08:20:00",2034.837
"2004-11-21 08:25:00",1917.939
"2004-11-21 08:30:00",2002.828
"2004-11-21 08:35:00",1876.933
"2004-11-21 08:40:00",1904.596
"2004-11-21 08:45:00",1837.5
"2004-11-21 08:50:00",1888.339
"2004-11-21 08:55:00",1977.95
"2004-11-21 09:00:00",2055.449
"2004-11-21 09:05:00",2019.955
"2004-11-21 09:10:00",2132.051
"2004-11-21 09:15:00",2092.441
"2004-11-21 09:20:00",2111.401
"2004-11-21 09:25:00",2196.143
"2004-11-21 09:30:00",2148.692
"2004-11-21 09:35:00",2182.647
"2004-11-21 09:40:00",2202.685
"2004-11-21 09:45:00",2071.953
"2004-11-21 09:50:00",2095.421
"2004-11-21 09:55:00",2115.965
"2004-11-21 10:00:00",2173.369
"2004-11-21 10:05:00",2172.69
"2004-11-21 10:10:00",2186.575
"2004-11-21 10:15:00",2243.126
"2004-11-21 10:20:00",2257.337
"2004-11-21 10:25:00",2245.565
"2004-11-21 10:30:00",2297.569
"2004-11-21 10:35:00",2297.713
"2004-11-21 10:40:00",2269.125
"2004-11-21 10:45:00",2253.868
"2004-11-21 10:50:00",2425.613
"2004-11-21 10:55:00",2331.016
"2004-11-21 11:00:00",2455.418
"2004-11-21 11:05:00",2431.844
"2004-11-21 11:10:00",2555.269
"2004-11-21 11:15:00",2542.926
"2004-11-21 11:20:00",2561.551
"2004-11-21 11:25:00",2560.015
"2004-11-21 11:30:00",2607.174
"2004-11-21 11:35:00",2646.852
"2004-11-21 11:40:00",2731.935
"2004-11-21 11:45:00",2680.58
"2004-11-21 11:50:00",2657.067
"2004-11-21 11:55:00",2690.096
"2004-11-21 12:00:00",2773.535
"2004-11-21 12:05:00",2777.382
"2004-11-21 12:10:00",2848.425
"2004-11-21 12:15:00",2854.078
"2004-11-21 12:20:00",2846.633
"2004-11-21 12:25:00",2909.267
"2004-11-21 12:30:00",2990.512
"2004-11-21 12:35:00",2942.59
"2004-11-21 12:40:00",3044.474
"2004-11-21 12:45:00",3077.141
"2004-11-21 12:50:00",3065.262
"2004-11-21 12:55:00",3080.013
"2004-11-21 13:00:00",3151.438
"2004-11-21 13:05:00",3132.101
"2004-11-21 13:10:00",3211.188
"2004-11-21 13:15:00",3296.458
"2004-11-21 13:20:00",3327.841
"2004-11-21 13:25:00",3371.498
"2004-11-21 13:30:00",3421.42
"2004-11-21 13:35:00",3361.38
"2004-11-21 13:40:00",3399.011
"2004-11-21 13:45:00",3396.159
"2004-11-21 13:50:00",3440.391
"2004-11-21 13:55:00",3497.374
"2004-11-21 14:00:00",3465.596
"2004-11-21 14:05:00",3524.923
"2004-11-21 14:10:00",3624.226
"2004-11-21 14:15:00",3654.337
"2004-11-21 14:20:00",3723.284
"2004-11-21 14:25:00",3684.427
"2004-11-21 14:30:00",3791.295
"2004-11-21 14:35:00",3830.17
"2004-11-21 14:40:00",3890.023
"2004-11-21 14:45:00",3965.762
"2004-11-21 14:50:00",3916.411
"2004-11-21 14:55:00",3978
"2004-11-21 15:00:00",3861.874
"2004-11-21 15:05:00",4022.344
"2004-11-21 15:10:00",3947.746
"2004-11-21 15:15:00",3993.064
"2004-11-21 15:20:00",3930
"2004-11-21 15:25:00",3978.489
"2004-11-21 15:30:00",4233.266
"2004-11-21 15:35:00",4066.424
"2004-11-21 15:40:00",4128.347
"2004-11-21 15:45:00",4257.647
"2004-11-21 15:50:00",4125.48
"2004-11-21 15:55:00",4206.247
"2004-11-21 16:00:00",4143.615
"2004-11-21 16:05:00",4277.628
"2004-11-21 16:10:00",4480.2
"2004-11-21 16:15:00",4861.601
"2004-11-21 16:20:00",4610.399
"2004-11-21 16:25:00",4641.562
"2004-11-21 16:30:00",5435.888
"2004-11-21 16:35:00",5070.654
"2004-11-21 16:40:00",5352.935
"2004-11-21 16:45:00",5356.233
"2004-11-21 16:50:00",5222.234
"2004-11-21 16:55:00",5062.854
"2004-11-21 17:00:00",5242.134
"2004-11-21 17:05:00",5412.373
"2004-11-21 17:10:00",5636.585
"2004-11-21 17:15:00",5915.308
"2004-11-21 17:20:00",5834.665
"2004-11-21 17:25:00",5764.854
"2004-11-21 17:30:00",5890.095
"2004-11-21 17:35:00",5886.755
"2004-11-21 17:40:00",5986.417
"2004-11-21 17:45:00",5913.86
"2004-11-21 17:50:00",5822.264
"2004-11-21 17:55:00",5723.97
"2004-11-21 18:00:00",5771.48
"2004-11-21 18:05:00",5914.033
"2004-11-21 18:10:00",5929.531
"2004-11-21 18:15:00",5858.214
"2004-11-21 18:20:00",5892.219
"2004-11-21 18:25:00",6073.187
"2004-11-21 18:30:00",6109.601
"2004-11-21 18:35:00",6018.868
"2004-11-21 18:40:00",6100.061
"2004-11-21 18:45:00",6044.959
"2004-11-21 18:50:00",6105.481
"2004-11-21 18:55:00",6010.866
"2004-11-21 19:00:00",5916.567
"2004-11-21 19:05:00",5872.979
"2004-11-21 19:10:00",5805.685
"2004-11-21 19:15:00",5662.547
"2004-11-21 19:20:00",5809.371
"2004-11-21 19:25:00",5851.006
"2004-11-21 19:30:00",5878.979
"2004-11-21 19:35:00",5876.791
"2004-11-21 19:40:00",5922.297
"2004-11-21 19:45:00",5907.089
"2004-11-21 19:50:00",5986.207
"2004-11-21 19:55:00",6009.137
"2004-11-21 20:00:00",6020.427
"2004-11-21 20:05:00",6126.56
"2004-11-21 20:10:00",6091.402
"2004-11-21 20:15:00",6048.382
"2004-11-21 20:20:00",6198.626
"2004-11-21 20:25:00",6244.961
"2004-11-21 20:30:00",6230.664
"2004-11-21 20:35:00",6083.271
"2004-11-21 20:40:00",5973.197
"2004-11-21 20:45:00",5871.455
"2004-11-21 20:50:00",6015.447
"2004-11-21 20:55:00",6148.438
"2004-11-21 21:00:00",6179.83
"2004-11-21 21:05:00",5914.902
"2004-11-21 21:10:00",5850.301
"2004-11-21 21:15:00",5966.506
"2004-11-21 21:20:00",6032.3
"2004-11-21 21:25:00",6013.748
"2004-11-21 21:30:00",5960.466
"2004-11-21 21:35:00",5925.018
"2004-11-21 21:40:00",5976.947
"2004-11-21 21:45:00",5700.62
"2004-11-21 21:50:00",5775.346
"2004-11-21 21:55:00",5675.313
"2004-11-21 22:00:00",5837.309
"2004-11-21 22:05:00",5978.719
"2004-11-21 22:10:00",5944.667
"2004-11-21 22:15:00",5975.914
"2004-11-21 22:20:00",6043.891
"2004-11-21 22:25:00",6006.842
"2004-11-21 22:30:00",5935.679
"2004-11-21 22:35:00",5866.815
"2004-11-21 22:40:00",5885.697
